user_id,pct_Dining,pct_Education,pct_Entertainment,pct_Groceries,pct_Healthcare,pct_Rent,pct_Shopping,pct_Transport,pct_Travel,pct_Utilities,monthly_spend,avg_transaction,monthly_tx_count,cluster
1,0.13216651685116548,0.14052591397717057,0.06787719643890607,0.4000258585659578,0.018430385046360714,0.0,0.15052455948085852,0.05484016943517504,0.0,0.035609400204405804,1082.8133333333333,29.39764705882353,36.833333333333336,1
2,0.029901159369071183,0.0,0.018695030448101616,0.05763236868560126,0.00543130974601586,0.5578756466169024,0.12817653414825253,0.026622475713041927,0.10342306650966207,0.07224240876335121,3367.205,91.00554054054054,37.0,0
3,0.0160675459564929,0.0,0.009407931851237884,0.03544209546339196,0.0043901699059206815,0.4450673546053655,0.05861268449768346,0.0,0.4229244103559627,0.008087807363944887,6724.113333333334,190.30509433962266,35.333333333333336,2
4,0.04714634412549735,0.0,0.013830705575345045,0.07496998501731443,0.0057132651340007735,0.5962582975303374,0.09987001776093189,0.02786779516386692,0.0998387624897056,0.0345048272030005,3359.433333333333,89.18849557522124,37.666666666666664,0
5,0.02782642866023912,0.0,0.021022169964096418,0.05746377022934393,0.011363200284895474,0.6450871648141808,0.058983033676302865,0.01836393861853325,0.1198168901878376,0.040073403564570426,4343.113333333334,112.80813852813853,38.5,0
6,0.14678982557355835,0.06113855714016122,0.05785289677297604,0.28401079718545275,0.10467271452834767,0.0,0.1939415792737174,0.09973411425336316,0.0,0.051859515272423364,989.1466666666666,32.08043243243243,30.833333333333332,1
7,0.18873148263413422,0.11437155068675049,0.07298560106228474,0.28650815386530565,0.01320054774057015,0.0,0.2060483837503631,0.07604630897547618,0.0,0.04210797128511557,1004.125,26.658185840707965,37.666666666666664,1
8,0.016100669641137082,0.004240803672109588,0.0,0.11726143231795498,0.0329734686486195,0.6439286640826276,0.08590106161366305,0.011984701255801889,0.0,0.08760919876808636,3244.275,102.45078947368422,31.666666666666668,0
9,0.02162205805467735,0.0,0.0114893546149312,0.030206216771640884,0.02037981888145613,0.493092194349785,0.08242660614899339,0.0,0.3141771677091676,0.026606583469348445,4603.246666666667,134.07514563106795,34.333333333333336,2
10,0.018241008167958452,0.0,0.00933640614794708,0.02736073618413046,0.016714948431846344,0.4403939568531133,0.09920909377630867,0.0,0.3691273396892251,0.01961651074947041,5368.946666666667,151.23793427230046,35.5,2
